call_id,utterance_id,speaker,role,text,issue
d7bbea61-d739-43fb-a198-ced1b59f9491,4,Agent,agent,"I assure you, I'm here to help resolve this matter. Your current balance is $500. How do you prefer to settle this?",privacy
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,2,Agent,agent,I'm calling to discuss your outstanding balance with ABC Credit Union. Can I have your account number to proceed?,privacy
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,4,Agent,agent,Sure! You have an overdue balance of $450. How do you wish to handle this?,privacy
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,8,Agent,agent,"Unfortunately, I can't adjust the balance. However, I can help with the payment options available.",privacy
ddaea5f2-20b8-439a-a0be-ac92bb606e7a,1,Agent,agent,"Hello John, this is Sarah from Clear Collections. I'm reaching out about your overdue balance on your account.",privacy
e07fbcf9-3cac-4ed4-a6bf-67d4dd985779,2,Agent,agent,"I am reaching out regarding an outstanding balance with your account. Before we proceed, could you please confirm your address?",privacy
e0a8f9d2-92d6-4093-bb97-82182c6e850f,4,Agent,agent,"Alright, you have a balance of $1,200. It's time to settle this shit. How are you going to pay today?",profanity
e0a8f9d2-92d6-4093-bb97-82182c6e850f,6,Agent,agent,"Calmly? Seriously? You owe us money, and you're talking about 'calmly'? Just get your shit together and pay up!",profanity
e1b7e07b-c906-40f4-9173-5bfbe32f040f,4,Agent,agent,You currently have an outstanding balance of five hundred dollars. How would you like to proceed?,privacy
e1e872ea-33c5-49c1-b6f6-8bc2166d77b0,2,Agent,agent,This is Sarah from XYZ Recovery. I'm calling about an outstanding balance on your account. Can you please verify your date of birth?,privacy
e272ea2c-dd77-40ff-aefd-9975ca157595,2,Agent,agent,"I’m reaching out regarding an outstanding account. To assist you further, could you please verify your date of birth?",privacy
e4ab6a0c-49a4-41a7-9448-f48c5ff25d87,2,Agent,agent,I'm calling regarding the outstanding balance on your account. Can I have your address to access your details?,privacy
e7b6afd3-ec02-47d0-a975-d0d5912151fb,2,Agent,agent,I appreciate your response. I'm calling regarding an outstanding balance on your account. Could you please verify your date of birth?,privacy
e835306a-d904-4271-8a11-5a50ce98ed90,2,Agent,agent,"I understand you're frustrated. I'm calling about your outstanding balance. To assist you, could you please verify your date of birth?",privacy
e96bd606-4673-43e3-b04b-f6a474bb86a0,4,Agent,agent,I need to inform you that you have an outstanding balance of $500. How would you like to proceed?,privacy
e96bd606-4673-43e3-b04b-f6a474bb86a0,6,Agent,agent,"Sure, this balance is due from last month. Can you confirm your address for verification?",privacy
ebaf8b12-5d22-492c-b392-1b92872f7b69,2,Agent,agent,"I’m calling about your outstanding balance with LMN Credit. Before we proceed, can you please verify your date of birth?",privacy
ebaf8b12-5d22-492c-b392-1b92872f7b69,12,Agent,agent,Can you please provide the card number?,privacy
ecf48f31-9a97-4042-bd79-0c24e6ecb4af,4,Agent,agent,"Thank you, John. You currently have a balance of $250. How would you like to handle that today?",privacy
ecf48f31-9a97-4042-bd79-0c24e6ecb4af,6,Agent,agent,"Absolutely. You missed your last payment in October, and the total due is $250.",privacy
ee078707-82d8-4937-942a-0d1dce58dac5,2,Agent,agent,I'm calling regarding an outstanding balance on your account with Mega Credit. Can I get you to confirm your name for security purposes?,privacy
ee078707-82d8-4937-942a-0d1dce58dac5,10,Agent,agent,"No problem! Please feel free to reach out if you have any questions, but just remember the balance is accumulating interest.",privacy
ef033aca-2963-44b2-ba77-87b2a5a898f7,2,Agent,agent,"I'm calling regarding your outstanding debt with ABC Credit. To protect your privacy, can you please confirm your date of birth?",privacy
ef033aca-2963-44b2-ba77-87b2a5a898f7,12,Agent,agent,Perfect. Your payment of $450 has been processed successfully. Thank you for your cooperation.,privacy
f263ceae-29ce-436c-8662-85b1216a638f,4,Agent,agent,"I'm calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",privacy
f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed,2,Agent,agent,I’m calling regarding the outstanding balance on your account with QuickLoans. Can you confirm your name for me?,privacy
f3c7fdbb-c742-4c12-abba-f02c1f57895e,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. To protect your privacy, could you please verify your date of birth?",privacy
f3d61724-540e-4665-837d-95c662b34a84,2,Agent,agent,I'm calling regarding your outstanding balance with ABC Credit Card. This call is to discuss your account.,privacy
f53b56bf-c27d-4900-8ed6-9c66a4691268,2,Agent,agent,"I’m calling regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth?",privacy
f53b56bf-c27d-4900-8ed6-9c66a4691268,12,Agent,agent,That sounds reasonable. Let’s process that payment of $125 right away.,privacy
f5f05257-aaa0-4194-b84c-36339c4e0659,0,Agent,agent,"Hi, this is Mike with XYZ Collections. I'm calling about your unpaid balance. How are you doing today?",privacy
f6a64305-ca58-469a-aaab-cd9f3a2c009d,2,Agent,agent,"Thank you for confirming, Sarah. I am calling regarding a pending balance on your account. Before we proceed, could you please verify your date of birth?",privacy
fa8af38b-d3f8-415c-a69b-e28dccf8af99,2,Agent,agent,I'm calling today regarding an outstanding balance on your account. Can I take a moment of your time to discuss this?,privacy
fa8af38b-d3f8-415c-a69b-e28dccf8af99,4,Agent,agent,Thank you. You currently have a balance of three hundred dollars due. Can you confirm your phone number for account verification?,privacy
