call_id,utterance_id,speaker,text,stime,etime,duration
43bb3199-b004-41ef-a7da-1ae746f1567c,11,Customer,"Sure, it's 4111 1111 1111 1111.",73.0,76.0,3.0
43bb3199-b004-41ef-a7da-1ae746f1567c,12,Agent,Thank you! Let me process that for you.,77.0,80.0,3.0
43bb3199-b004-41ef-a7da-1ae746f1567c,13,Customer,"Okay, thank you for your help.",81.0,84.0,3.0
43bb3199-b004-41ef-a7da-1ae746f1567c,14,Agent,You’re welcome! Your payment has been processed successfully. Have a great day!,85.0,92.0,7.0
4547f937-4327-4973-97ac-c826259b7c88,0,Agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",0.0,8.0,8.0
4547f937-4327-4973-97ac-c826259b7c88,1,Customer,"Hi Mark, I’m doing well, thanks. What’s this about?",9.0,13.0,4.0
4547f937-4327-4973-97ac-c826259b7c88,2,Agent,"I’m reaching out regarding your outstanding balance with ABC Credit. To proceed, can you please verify your date of birth?",12.0,22.0,10.0
4547f937-4327-4973-97ac-c826259b7c88,3,Customer,"Sure, it's April 15, 1990.",23.0,26.0,3.0
4547f937-4327-4973-97ac-c826259b7c88,4,Agent,Thank you for that information. Can you also confirm your address for verification?,25.0,34.0,9.0
4547f937-4327-4973-97ac-c826259b7c88,5,Customer,"Yes, I live at 123 Maple Street, Springfield.",35.0,39.0,4.0
4547f937-4327-4973-97ac-c826259b7c88,6,Agent,Thank you for confirming your details. Your current balance is $250.00. How would you like to proceed with the payment?,40.0,52.0,12.0
4547f937-4327-4973-97ac-c826259b7c88,7,Customer,I can make a payment today through my bank account.,53.0,58.0,5.0
4547f937-4327-4973-97ac-c826259b7c88,8,Agent,That sounds good. I'll guide you through the process. Just a moment please.,59.0,67.0,8.0
4547f937-4327-4973-97ac-c826259b7c88,9,Customer,"Okay, I’m ready.",68.0,71.0,3.0
4547f937-4327-4973-97ac-c826259b7c88,10,Agent,Please provide your bank account details for the transaction.,72.0,79.0,7.0
4547f937-4327-4973-97ac-c826259b7c88,11,Customer,It's 987654321 at First National Bank.,80.0,84.0,4.0
4547f937-4327-4973-97ac-c826259b7c88,12,Agent,Thank you! I will process the payment now. You’ll receive a confirmation shortly.,85.0,93.0,8.0
4547f937-4327-4973-97ac-c826259b7c88,13,Customer,"Thank you, Mark. I appreciate your help.",94.0,98.0,4.0
4547f937-4327-4973-97ac-c826259b7c88,14,Agent,You're welcome! Have a great day!,99.0,103.0,4.0
467483c7-8c70-40dd-9449-384547b9ea93,0,Agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",0.0,7.0,7.0
467483c7-8c70-40dd-9449-384547b9ea93,1,Customer,"I'm doing alright, thanks. What is this about?",8.0,12.0,4.0
467483c7-8c70-40dd-9449-384547b9ea93,2,Agent,"I’m reaching out regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",11.0,22.0,11.0
467483c7-8c70-40dd-9449-384547b9ea93,3,Customer,"Sure, it's July 15th, 1990.",21.0,24.0,3.0
467483c7-8c70-40dd-9449-384547b9ea93,4,Agent,Thank you for providing that. Can you also confirm your current address?,23.0,30.0,7.0
467483c7-8c70-40dd-9449-384547b9ea93,5,Customer,"Yes, it's 123 Main St, Springfield.",29.0,32.0,3.0
467483c7-8c70-40dd-9449-384547b9ea93,6,Agent,"Thank you for confirming your identity. According to our records, you have a balance of $450. How would you like to proceed?",31.0,42.0,11.0
467483c7-8c70-40dd-9449-384547b9ea93,7,Customer,I wasn’t aware of that balance. Can I get more details?,41.0,46.0,5.0
467483c7-8c70-40dd-9449-384547b9ea93,8,Agent,Absolutely. This amount is from your last statement dated June 1st. Would you like to make a payment today?,45.0,56.0,11.0
467483c7-8c70-40dd-9449-384547b9ea93,9,Customer,I can pay half of it today. How do I do that?,55.0,59.0,4.0
467483c7-8c70-40dd-9449-384547b9ea93,10,Agent,You can pay by credit card over the phone or online. Which method do you prefer?,58.0,67.0,9.0
467483c7-8c70-40dd-9449-384547b9ea93,11,Customer,I'll pay by credit card right now.,66.0,70.0,4.0
467483c7-8c70-40dd-9449-384547b9ea93,12,Agent,Great! I’ll assist you with that. Please hold on while I pull up your account.,69.0,80.0,11.0
467483c7-8c70-40dd-9449-384547b9ea93,13,Customer,Thanks for your help.,79.0,81.0,2.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,0,Agent,"Hello, is this Mr. Thompson?",0.0,5.0,5.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,1,Customer,"Yes, this is him. Who's calling?",6.0,10.0,4.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,2,Agent,"Hi Mr. Thompson, this is Lisa from XYZ Collections. I'm reaching out regarding a balance on your account. Can you please verify your date of birth?",9.0,22.0,13.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,3,Customer,"It's July 14, 1985.",23.0,26.0,3.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,4,Agent,Thank you for that. Can you also confirm your current address?,26.0,32.0,6.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,5,Customer,"Sure, it's 1500 Oak Street, Springfield.",33.0,37.0,4.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,6,Agent,Thank you for confirming your identity. You have an outstanding balance of $250. How would you like to proceed with the payment?,35.0,48.0,13.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,7,Customer,I’d like to set up a payment plan.,49.0,52.0,3.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,8,Agent,"Certainly, I can assist you with that. How much would you like to pay each month?",51.0,60.0,9.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,9,Customer,I can pay $50 a month.,61.0,65.0,4.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,10,Agent,"Great, I’ll set that up for you. You will start your payments next month.",65.0,74.0,9.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,11,Customer,Thank you for your help.,75.0,78.0,3.0
46a46fb9-78ba-4502-873c-7e409f03ffc2,12,Agent,"You're welcome, Mr. Thompson. Have a great day!",79.0,85.0,6.0
4832c70d-36a2-40be-a926-b596fd71dafe,0,Customer,You have reached the voicemail of John Smith. Please leave a message after the beep.,0.0,8.0,8.0
4832c70d-36a2-40be-a926-b596fd71dafe,1,Agent,"Hello, John. This is Sarah from Apex Collections. I'm calling about your overdue balance with your account. Please call us back at 1-800-555-0199.",9.0,22.0,13.0
4832c70d-36a2-40be-a926-b596fd71dafe,2,Customer,"To leave a message, please indicate your name and number after the beep.",23.0,31.0,8.0
4832c70d-36a2-40be-a926-b596fd71dafe,3,Agent,"Again, that's Sarah from Apex Collections. We need to discuss your payment options. Thank you for your attention.",32.0,45.0,13.0
4832c70d-36a2-40be-a926-b596fd71dafe,4,Customer,Have a great day! Goodbye.,46.0,52.0,6.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,0,Agent,"Hello, this is Mark from XYZ Collections. How are you today?",0.0,6.0,6.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,1,Customer,"I'm doing well, thank you. What's this about?",6.5,10.0,3.5
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,2,Agent,I'm calling regarding an outstanding balance on your account. Can you please verify your date of birth?,9.0,19.0,10.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,3,Customer,"Sure, it's July 15, 1990.",20.0,23.0,3.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,4,Agent,Thank you for that information. Can you also confirm your current address?,22.0,31.0,9.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,5,Customer,"Yes, it's 123 Maple Street, Springfield.",32.0,36.0,4.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,6,Agent,Thank you for verifying your identity. You currently have a balance of $450. How would you like to proceed with payment?,35.0,48.0,13.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,7,Customer,I can pay half today and the rest next week.,47.0,52.0,5.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,8,Agent,"That sounds reasonable. So, you'd like to pay $225 today. How would you like to make that payment?",51.0,62.0,11.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,9,Customer,I'll pay by credit card.,63.0,66.0,3.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,10,Agent,Great! I'll guide you through the payment process. Please hold on for a moment.,65.0,75.0,10.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,11,Customer,"Okay, I’m ready.",76.0,78.0,2.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,12,Agent,Thank you for your patience. Let's start with your card number.,77.0,86.0,9.0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,13,Customer,It's 4111 1111 1111 1111.,87.0,90.0,3.0
49dca3af-dcec-423e-939d-93811e8a51a9,0,Agent,"Hello, this is Mark from XYZ Collections. Am I speaking with Sarah Thompson?",0.0,8.0,8.0
49dca3af-dcec-423e-939d-93811e8a51a9,1,Customer,"Yes, this is Sarah. What is this about?",8.5,12.0,3.5
49dca3af-dcec-423e-939d-93811e8a51a9,2,Agent,"Thank you, Sarah. I'm calling regarding the outstanding balance on your account. Before we proceed, could you please confirm your date of birth?",12.0,23.0,11.0
49dca3af-dcec-423e-939d-93811e8a51a9,3,Customer,"Sure, it's January 15, 1992.",22.5,25.0,2.5
49dca3af-dcec-423e-939d-93811e8a51a9,4,Agent,"Thank you for verifying that. Now, can you also confirm your address for me?",25.0,33.0,8.0
49dca3af-dcec-423e-939d-93811e8a51a9,5,Customer,"Yes, it’s 123 Maple Street, Springfield.",32.0,36.0,4.0
49dca3af-dcec-423e-939d-93811e8a51a9,6,Agent,"Thank you, Sarah. I see here that you have an outstanding balance of $350. How would you like to proceed with the payment?",36.0,46.0,10.0
49dca3af-dcec-423e-939d-93811e8a51a9,7,Customer,I would like to set up a payment plan.,45.0,50.0,5.0
49dca3af-dcec-423e-939d-93811e8a51a9,8,Agent,That’s completely fine. I can assist you with that. What amount can you pay monthly?,50.0,59.0,9.0
49dca3af-dcec-423e-939d-93811e8a51a9,9,Customer,I can manage $100 a month.,58.0,61.0,3.0
49dca3af-dcec-423e-939d-93811e8a51a9,10,Agent,Great! I’ll set that up for you starting next month. You will receive confirmation via email.,61.0,70.0,9.0
49dca3af-dcec-423e-939d-93811e8a51a9,11,Customer,Thank you for your help.,69.0,72.0,3.0
49dca3af-dcec-423e-939d-93811e8a51a9,12,Agent,"You're welcome, Sarah! If you have any questions, feel free to reach out. Have a great day!",72.0,80.0,8.0
49dca3af-dcec-423e-939d-93811e8a51a9,13,Customer,"You too, bye!",79.0,82.0,3.0
4f05aaff-585f-485f-90a1-60d027ec6e46,0,Agent,"Hello, this is Mark calling from XYZ Collections. Am I speaking with John?",0.0,7.0,7.0
4f05aaff-585f-485f-90a1-60d027ec6e46,1,Customer,"Yes, this is John. How can I help you?",7.5,10.0,2.5
4f05aaff-585f-485f-90a1-60d027ec6e46,2,Agent,I need to verify your identity before we proceed. Can you give me your date of birth or address?,10.0,20.0,10.0
4f05aaff-585f-485f-90a1-60d027ec6e46,3,Customer,"Sure, it's March 15, 1985.",19.0,22.0,3.0
4f05aaff-585f-485f-90a1-60d027ec6e46,4,Agent,"Alright, thanks. Now, you’ve got an overdue balance of $500. What the hell are you going to do about it?",21.0,30.0,9.0
4f05aaff-585f-485f-90a1-60d027ec6e46,5,Customer,I’m working on it and plan to make a payment soon.,30.5,34.0,3.5
4f05aaff-585f-485f-90a1-60d027ec6e46,6,Agent,You say that every damn time! What’s stopping you from sorting this out now?,33.0,40.0,7.0
4f05aaff-585f-485f-90a1-60d027ec6e46,7,Customer,"I understand your frustration, but I assure you I'm doing my best.",39.0,44.0,5.0
4f05aaff-585f-485f-90a1-60d027ec6e46,8,Agent,"Yeah, right! Spare me the excuses! You’re just wasting time here!",43.0,51.0,8.0
4f05aaff-585f-485f-90a1-60d027ec6e46,9,Customer,I would appreciate it if we could keep this professional.,50.0,54.0,4.0
4f05aaff-585f-485f-90a1-60d027ec6e46,10,Agent,Professional? You think I’m playing games? Get your shit together!,53.0,60.0,7.0
4f05aaff-585f-485f-90a1-60d027ec6e46,11,Customer,I will make sure to pay what I owe. Thank you for your time.,60.5,64.0,3.5
4f05aaff-585f-485f-90a1-60d027ec6e46,12,Agent,"Whatever, just make sure you do it or I’ll be back on your ass!",63.0,70.0,7.0
4f05aaff-585f-485f-90a1-60d027ec6e46,13,Customer,Goodbye.,70.5,72.0,1.5
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,0,Agent,"Hello, this is Mark calling from XYZ Collections. How are you today?",0.0,7.0,7.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,1,Customer,"I'm doing okay, thanks. What is this about?",8.0,12.0,4.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,2,Agent,"I'm reaching out regarding an account you have with Online Credit Services. First, can you please confirm your date of birth for verification?",11.0,24.0,13.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,3,Customer,"Sure, it's July 15, 1990.",23.0,26.0,3.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,4,Agent,Thank you for that. Can you also confirm your current address?,25.0,32.0,7.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,5,Customer,"Yes, it's 123 Maple Street, Anytown, USA.",31.0,35.0,4.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,6,Agent,"Great, I appreciate your help. I see that you have a balance of $350 on your account. How would you like to proceed with the payment?",34.0,45.0,11.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,7,Customer,I can make a payment of $200 today and the rest next week.,44.0,51.0,7.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,8,Agent,That's perfectly fine. I can set up the payment for $200 today. Would you like to use your debit card or bank account?,50.0,62.0,12.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,9,Customer,I'll use my debit card.,61.0,65.0,4.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,10,Agent,Thank you. Please provide me with your card number.,64.0,70.0,6.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,11,Customer,It's 1234-5678-9101-1121.,69.0,73.0,4.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,12,Agent,Thank you for that. I will process this payment immediately. Is there anything else I can assist you with?,72.0,82.0,10.0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,13,Customer,"No, that will be all. Thank you for your help.",81.0,86.0,5.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,0,Agent,"Hello, is this John Smith?",0.0,5.0,5.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,1,Customer,"Yes, this is John.",5.5,7.0,1.5
5048a566-147f-4d6e-8c1d-73ae83df5afc,2,Agent,"Hi John, this is Sarah from XYZ Collections. I'm reaching out regarding your account with Fast Loans.",7.0,15.0,8.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,3,Customer,"Oh, I see. What's going on?",15.5,18.0,2.5
5048a566-147f-4d6e-8c1d-73ae83df5afc,4,Agent,"I just wanted to discuss your outstanding balance. Before that, can you confirm your address for me?",18.0,25.0,7.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,5,Customer,"Sure, it's 123 Elm Street, Springfield.",24.5,27.0,2.5
5048a566-147f-4d6e-8c1d-73ae83df5afc,6,Agent,Thank you. Your account shows a balance of $450. How would you like to proceed with the payment?,27.0,36.0,9.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,7,Customer,"I can pay half of it today, if that works.",35.0,39.0,4.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,8,Agent,That sounds good! Would you prefer to pay by debit or credit card?,38.0,45.0,7.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,9,Customer,I'll use my credit card.,44.0,47.0,3.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,10,Agent,Great! Please provide the card number when you're ready.,46.0,50.0,4.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,11,Customer,"Okay, it's 1234-5678-9012-3456.",50.0,54.0,4.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,12,Agent,"Thank you, John. I will process that payment for you now.",53.0,58.0,5.0
5048a566-147f-4d6e-8c1d-73ae83df5afc,13,Customer,"Thank you, I appreciate your help.",58.5,60.0,1.5
5048a566-147f-4d6e-8c1d-73ae83df5afc,14,Agent,You're welcome! Have a great day.,60.0,63.0,3.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,0,Agent,"Hello, this is James calling from XYZ Collections. How are you today?",0.0,7.0,7.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,1,Customer,"I'm doing well, thank you. What is this call about?",7.5,12.0,4.5
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,2,Agent,"I'm calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",11.0,20.0,9.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,3,Customer,"Sure, it's June 15, 1985.",19.5,24.0,4.5
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,4,Agent,Thank you. Can you also confirm your current address for security purposes?,23.0,30.0,7.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,5,Customer,"Yes, it's 123 Elm Street, Springfield.",29.0,34.0,5.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,6,Agent,Thank you for verifying that information. You have a balance of $250 due. How would you like to proceed with the payment?,33.0,43.0,10.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,7,Customer,I can pay it with a credit card over the phone.,42.5,48.0,5.5
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,8,Agent,"Great, I can assist you with that. Please provide your card number when you're ready.",47.0,56.0,9.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,9,Customer,It's 1234 5678 9101 1121.,55.0,59.0,4.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,10,Agent,Thank you. Just a moment while I process that payment.,58.0,64.0,6.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,11,Customer,"No problem, take your time.",63.0,66.0,3.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,12,Agent,All done! Your payment has been processed and your balance is now zero. Thank you for your time.,65.0,75.0,10.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,13,Customer,"Thank you, have a great day!",74.0,78.0,4.0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,14,Agent,You too! Goodbye.,77.0,80.0,3.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,0,Agent,"Hello, this is Jake from XYZ Collections. Is this John?",0.0,6.0,6.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,1,Customer,"Yes, this is John. How can I help you?",6.5,10.0,3.5
50abe040-847c-47e1-962f-a00d7ff2cfe4,2,Agent,"I'm calling about your overdue account. You’re really behind on your payments, you know that?",10.0,16.0,6.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,3,Customer,I am aware of that and I’m trying to work on it. Can you provide me with more details?,16.5,21.0,4.5
50abe040-847c-47e1-962f-a00d7ff2cfe4,4,Agent,Details? You should already know that you owe us—get your act together!,20.0,25.0,5.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,5,Customer,"I understand, but I don't have that information on hand. Can you please confirm the balance?",24.0,29.0,5.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,6,Agent,"You don’t even know how much you owe? Pathetic. It’s $500, and you need to pay it now.",28.0,35.0,7.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,7,Customer,"I really want to settle this, but I need to review my options first.",34.0,38.0,4.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,8,Agent,Options? Like what? You can borrow money from your mommy? Just pay up!,37.0,42.0,5.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,9,Customer,I am not looking for insults. I want to resolve this matter professionally.,41.0,46.0,5.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,10,Agent,"Professionally? This is a debt collection call, not a tea party! Pay your damn bills!",45.0,52.0,7.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,11,Customer,I get that. I just need a couple of days to sort things out.,51.0,55.0,4.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,12,Agent,A couple of days? You better not be wasting my time! What’s your next excuse?,54.0,61.0,7.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,13,Customer,I'm not making excuses. I am trying to work with you. Please give me some space.,60.0,65.0,5.0
50abe040-847c-47e1-962f-a00d7ff2cfe4,14,Agent,Fine! But you’re only digging yourself deeper with this crap. Bye!,64.0,70.0,6.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,0,Agent,"Hello, this is Sarah from XYZ Collections. Am I speaking with Michael?",0.0,7.0,7.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,1,Customer,"Yes, this is Michael. What’s this about?",8.0,12.0,4.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,2,Agent,"I’m calling regarding your outstanding balance with ABC Credit Card. To proceed, could you please verify your date of birth?",11.0,20.0,9.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,3,Customer,"Sure, it’s April 15, 1990.",21.0,25.0,4.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,4,Agent,"Thank you, Michael. Can you also confirm your current address for me?",24.0,30.0,6.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,5,Customer,"I live at 123 Elm Street, Springfield.",31.0,35.0,4.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,6,Agent,Thank you for that information. You have an outstanding balance of $500. How would you like to proceed with the payment?,34.0,46.0,12.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,7,Customer,I can make a payment today online.,47.0,51.0,4.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,8,Agent,Great! I can assist you with that. Would you like to use the same bank account as before?,50.0,58.0,8.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,9,Customer,"Yes, that would be fine.",59.0,62.0,3.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,10,Agent,"Okay, I’ll set that up. You’ll receive a confirmation email shortly.",61.0,67.0,6.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,11,Customer,Thank you for your help.,68.0,71.0,3.0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,12,Agent,"You're welcome, Michael. If you have any questions, feel free to reach out. Have a great day!",70.0,80.0,10.0
52823847-626b-4898-bbf9-1c7cd848c311,0,Customer,You have reached John Doe's voicemail. Please leave a message after the beep.,0.0,8.0,8.0
52823847-626b-4898-bbf9-1c7cd848c311,1,Agent,"Hello John, this is Sarah from the Debt Collection Agency. I'm calling about your outstanding balance.",6.0,16.0,10.0
52823847-626b-4898-bbf9-1c7cd848c311,2,Customer,"For immediate assistance, please send your email.",12.0,20.0,8.0
52823847-626b-4898-bbf9-1c7cd848c311,3,Agent,You can reach me at your earliest convenience at one eight hundred two two two five five five five.,18.0,30.0,12.0
52823847-626b-4898-bbf9-1c7cd848c311,4,Customer,Thank you for your call. Please leave your information.,25.0,34.0,9.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,0,Agent,"Hello, is this Mark Thompson?",0.0,5.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,1,Customer,"Yes, this is Mark. How can I help you?",6.0,10.0,4.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,2,Agent,"I'm calling from XYZ Collections about your outstanding balance. First, can you verify your date of birth?",11.0,20.0,9.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,3,Customer,"Sure, it's May 12, 1985.",19.0,22.0,3.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,4,Agent,"Alright, and can you confirm your current address?",22.0,26.0,4.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,5,Customer,"Yes, it's 1234 Elm Street, Springfield.",25.0,30.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,6,Agent,"Great, thanks. You have a balance of $750. What the hell are you going to do about it?",31.0,39.0,8.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,7,Customer,I would like to discuss payment options.,39.0,42.0,3.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,8,Agent,"Payment options? Just pay it already, it’s not that hard!",41.0,48.0,7.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,9,Customer,"I understand, but I need a few moments to arrange that.",47.0,52.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,10,Agent,"Hurry the hell up then! This is a joke, right?",51.0,56.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,11,Customer,I assure you this is not a joke. I will make this payment soon.,56.0,60.0,4.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,12,Agent,"Whatever, just don’t take too long or I’ll come after you!",59.0,64.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,13,Customer,"Thank you for your time, I will handle this shortly.",63.0,68.0,5.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,14,Agent,"Yeah, sure. Good luck with that!",67.0,70.0,3.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,0,Agent,"Hello, this is Mark from XYZ Collections. How are you today?",0.0,7.0,7.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,1,Customer,"I'm doing well, thank you. What is this call about?",8.0,13.0,5.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,2,Agent,I'm calling regarding your outstanding balance with Finances Inc. Can you please verify your date of birth?,12.0,22.0,10.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,3,Customer,"Sure, it's June 15, 1990.",23.0,26.0,3.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,4,Agent,Thank you for that. Can you also confirm your current address?,25.0,32.0,7.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,5,Customer,"Yes, it’s 123 Maple Street, Springfield.",33.0,36.0,3.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,6,Agent,Thank you for confirming that information. You currently have a balance of $450. How would you like to proceed with the payment?,35.0,48.0,13.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,7,Customer,I can pay half of it today and the rest next week.,49.0,53.0,4.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,8,Agent,That sounds reasonable. Would you like to make a payment of $225 today?,52.0,59.0,7.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,9,Customer,"Yes, please. How can I do that?",60.0,64.0,4.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,10,Agent,You can pay via our website or over the phone with a credit or debit card. Which option do you prefer?,63.0,74.0,11.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,11,Customer,I will pay online later today.,75.0,78.0,3.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,12,Agent,"Great! Thank you for your cooperation. If you have any questions, feel free to reach out.",77.0,85.0,8.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,13,Customer,Thank you for the help!,86.0,88.0,2.0
54026bce-9be0-459f-bfd3-e61150b2e9b7,14,Agent,You're welcome! Have a nice day.,89.0,93.0,4.0
542ab104-354b-46fd-93a7-ae64906f31ef,0,Customer,You have reached out to a voicemail. Please leave a message at the tone.,0.0,8.0,8.0
542ab104-354b-46fd-93a7-ae64906f31ef,1,Agent,"Hello, this is Jessica from ACME Collections. I'm calling about your outstanding balance on account number one two three four five.",9.0,24.0,15.0
542ab104-354b-46fd-93a7-ae64906f31ef,2,Customer,"If you would like to leave a message, please do so after the beep.",25.0,33.0,8.0
542ab104-354b-46fd-93a7-ae64906f31ef,3,Agent,Please contact us at one eight hundred two two five four five six seven to discuss your account.,34.0,45.0,11.0
542ab104-354b-46fd-93a7-ae64906f31ef,4,Customer,Thank you for your call.,46.0,50.0,4.0
